Alarm Name,Severity,Description,Route To,Explanation,Recommended Action
EvtSkinnyMsgTooShort,ERROR_ALARM,"Cisco Unity Connection SCCP integration: Received Skinny message '%1' (%2 bytes) that is too short to process. This can occur if the Cisco Unified Communications Manager is an older version than the minimum version with which Cisco Unity Connection can integrate. Please ensure that Cisco Unity Connection is still answering calls, and reset the ports or restart the computer if it is not already running.",Event Log,Cisco Unity Connection SCCP integration: Received Skinny message that is too short to process. This can occur if the Cisco Unified Communications Manager is an older version than the minimum version with which Cisco Unity Connection can integrate.,"Please ensure that Cisco Unity Connection is still answering calls, and reset the ports or restart the computer if it is not already running."
EvtStlException,ERROR_ALARM,[Thread %1]: STL report the following exception [%2]. This is unexpected. Please contact Cisco Technical Support.,Event Log,STL reported an exception.,Please contact Cisco Technical Support.
EvtSubAccInvalidPswd,INFORMATIONAL_ALARM,An invalid password entered when trying to log into a user mailbox. Details - %1.,Event Log,An invalid password entered when trying to log into a user mailbox.,None
EvtSubAccLockedMaxHack,INFORMATIONAL_ALARM,A user account has been locked as max number of invalid login attempts exceeded. Details - %1.,Event Log,A user account has been locked as max number of invalid login attempts exceeded.,None
EvtSubCrossboxLivereplyDisabled,ERROR_ALARM,CrossBoxLiveReply is not enabled. Check configurations.,Event Log,CrossBoxLiveReply is not enabled.,Check live reply configuration.
EvtSubHandoffDestConnected,INFORMATIONAL_ALARM,Cross-box handoff. Destination %1 connected.,Event Log,Cross-box handoff. Destination connected.,None
EvtSubHandoffFailedCreatePacketFailed,ERROR_ALARM,Source Cisco Unity Connection server could not construct handoff information.,Event Log,Source Cisco Unity Connection server could not construct handoff information.,None
EvtSubHandoffFailedInvalidResponse,ERROR_ALARM,Handoff to %1 was unsuccessful. The target server sent invalid response code.,Event Log,Handoff was unsuccessful. The target server sent invalid response code.,None
EvtSubHandoffFailedNoResponse,ERROR_ALARM,Handoff to %1 was unsuccessful. The target server didn't respond.,Event Log,Handoff was unsuccessful. The target server didn't respond.,None
EvtSubHandoffFailedSrcCantSendInfo,ERROR_ALARM,Source Cisco Unity Connection server could not send handoff information.,Event Log,Source Cisco Unity Connection server could not send handoff information.,None
EvtSubHandoffFailedSrcMissInfo,ERROR_ALARM,Information not received from source Cisco Unity Connection server %1. Disconnecting call.,Event Log,Information not received from source Cisco Unity Connection server. Disconnecting call.,None
EvtSubHandoffFailedTargetDisconnected,ERROR_ALARM,Target Cisco Unity Connection server %1 disconnected the call after accepting the handoff packet.,Event Log,Target Cisco Unity Connection server disconnected the call after accepting the handoff packet.,None
EvtSubHandoffInvalidRequest,ERROR_ALARM,"Invalid handoff information, required parameters are missing.",Event Log,"Invalid handoff information, required parameters are missing.",None
EvtSubHandoffInvalidSubid,ERROR_ALARM,User Extension received through Handoff Operation %1 is invalid.,Event Log,User Extension received through Handoff Operation is invalid.,None
EvtSubHandoffLivereplyFailedNonsub,ERROR_ALARM,Cross-box live reply request failed. Target server %1 returned sent user is not a valid local user.,Event Log,Cross-box live reply request failed. Target server returned sent user is not a valid local user.,None
EvtSubHandoffLivereplyFailedNoreason,ERROR_ALARM,"Cross-box live reply request failed. Possible reasons are: a calling party disconnected the call during transfer, the target server %1 returned an unspecified error or the target server didn't respond. Check the version of the target server %1 and the configuration of the routing rule.",Event Log,"Cross-box live reply request failed. Possible reasons are: a calling party disconnected the call during transfer, the target server returned an unspecified error or the target server didn't respond.",Check the version of the target server %1 and the configuration of the routing rule.
EvtSubHandoffLivereplyFailedNoxfer,ERROR_ALARM,Cross-box live reply request failed. Target server %1 returned the user's transfer setting is not enabled.,Event Log,Cross-box live reply request failed. Target server returned the user's transfer setting is not enabled.,None
EvtSubHandoffMissingOperationCode,ERROR_ALARM,The requested handoff operation code is missing.,Event Log,The requested handoff operation code is missing.,None
EvtSubHandoffOperationSucceeded,INFORMATIONAL_ALARM,Handoff operation %1 is successfully completed.,Event Log,Handoff operation successfully completed.,None
EvtSubHandoffPerformRequestFailed,ERROR_ALARM,Perform handoff request failed during %1 on line %2 of file %3. One possible reason: the call is disconnected by a calling party.,Event Log,Perform handoff request failed. One possible reason: the call is disconnected by a calling party.,None
EvtSubHandoffReceiveEmptyInfo,ERROR_ALARM,During handoff operation received an empty information packet.,Event Log,During handoff operation received an empty information packet.,None
EvtSubHandoffSendResponseForInvalidRequest,ERROR_ALARM,Send out a response for an invalid handoff request. Call disconnected.,Event Log,Send out a response for an invalid handoff request. Call disconnected.,None
EvtSubHandoffSetupFailed,ERROR_ALARM,Cross-box handoff failed. Reason: %1,Event Log,Cross-box handoff failed.,See the Cisco Unity Connection Troubleshooting Guide.
EvtSubHandoffStringEmpty,WARNING_ALARM,Handoff dial string for %1 is empty.,Event Log,Handoff dial string is empty.,See the Cisco Unity Connection Troubleshooting Guide.
EvtSubHandoffSucceeded,INFORMATIONAL_ALARM,Cross-Box %1 to %2 successfully completed.,Event Log,Cross-Box successfully completed.,None
EvtSubHandoffSucceededSendResponse,INFORMATIONAL_ALARM,Send out a live reply success response for a handoff request. Hand off succeeded.,Event Log,Send out a live reply success response for a handoff request. Hand off succeeded.,None
EvtSubHandoffTargetDisconnected,ERROR_ALARM,"Target Cisco Unity Connection server %1 disconnected the call, however source had sent the packet.",Event Log,"Target Cisco Unity Connection server disconnected the call, however source had sent the packet.",None
EvtSubHandoffUnsupportedCode,ERROR_ALARM,The requested handoff operation code %1 is not supported.,Event Log,The requested handoff operation code is not supported.,None
EvtSubLivereplyFailedMissingPilot,ERROR_ALARM,Cross-box live reply failed. Pilot number for Cisco Unity Connection %1 is not configured.,Event Log,Cross-box live reply failed. Pilot number for Cisco Unity Connection is not configured.,See the Cisco Unity Connection Troubleshooting Guide.
EvtSubLivereplyFailedMissingXferstring,ERROR_ALARM,Live reply to external user %1 failed. The XferString is not configured.,Event Log,Live reply to external user failed. The XferString is not configured.,None
EvtSubLivereplyFailedMiu,ERROR_ALARM,Live reply to external user %1 failed. Couldn't get MIU.,Event Log,Live reply to external user failed. Couldn't get MIU.,None
EvtSubLivereplyFailedSetup,ERROR_ALARM,Failed to setup cross-box live reply hand off parameters. Check cross-box live reply configurations.,Event Log,Failed to setup cross-box live reply hand off parameters.,Check cross-box live reply configurations.
EvtSubLivereplyFailedXfer,ERROR_ALARM,Live reply to external user %1 failed. MIU release transfer failed. Please check if the transfer string %2 is valid.,Event Log,Live reply to external user failed. MIU release transfer failed.,Please check if the transfer string is valid.
EvtSubLiverepyToRemotesub,INFORMATIONAL_ALARM,Live reply to external user at extension %1 to number %2.,Event Log,Live reply to external user.,None
EvtSubMethodHresult,ERROR_ALARM,"An unexpected error occurred while a caller was on the phone with Cisco Unity Connection, and the caller heard the failsafe conversation.",Event Log,"An unexpected error occurred while a caller was on the phone with Cisco Unity Connection, and the caller heard the failsafe conversation.",None
EvtSubNullParameter,ERROR_ALARM,Invalid argument passed into method %1 on line %2 of file %3.,Event Log,Invalid argument passed into method.,None
EvtSubNullPointer,ERROR_ALARM,%1 returned a NULL pointer on line %2 of file %3.,Event Log,Unexpected NULL pointer returned.,None
EvtSubSigninFailedExtractCrossboxParam,ERROR_ALARM,ExtractCrossBoxLoginParameters failed to retrieve parameters. Check cross-box configuration. Possible reason: Pilot number for target server %1 is not configured.,Event Log,ExtractCrossBoxLoginParameters failed to retrieve parameters. Possible reason: Pilot number for target server is not configured.,Check cross-box configuration.
EvtSubVuiFailure,ERROR_ALARM,Could not start the Voice Recognition conversation for voice mail user [%1]. This call will fall back to the Touch Tone conversation. Ensure that Cisco Unity Connection Voice Recognizer is running. Procedure returned [%2] on line %3 of file %4.,Event Log,Could not start the Voice Recognition conversation for voice mail user. This call will fall back to the Touch Tone conversation.,Ensure that Cisco Unity Connection Voice Recognizer is running.
EvtSubVuiOutOfLicenses,WARNING_ALARM,"Could not start the Voice Recognition conversation for voice mail user [%1] because there are no available Voice Recognition licenses. This call will fall back to the Touch Tone conversation. If this happens often, consider adding additional Voice Recognition sessions. Procedure returned [%2] on line %3 of file %4.",Event Log,Could not start the Voice Recognition conversation for voice mail user because there are no available Voice Recognition licenses. This call will fall back to the Touch Tone conversation.,"If this happens often, consider adding additional Voice Recognition sessions."
EvtSyncDbAuditConfigFailed,ERROR_ALARM,Failed to update Cisco Unity Connection database audit configuration based on change to Cisco Unified Serviceability settings.,Event Log,"A change was made to the Audit Log Configuration in Cisco Unified Serviceability for the server, but the change could not be applied to the Cisco Unity Connection database audit configuration.",See the trace log syncdbauditcfg.log for more information.
EvtSysAgentCannotInitRequestMonitor,ERROR_ALARM,SysAgent fails to create or initialize the task request monitor! The on-demand tasks will not be able to be executed.,Event Log,SysAgent fails to create or initialize the task request monitor! The on-demand tasks will not be able to be executed.,None
EvtSysAgentClusterChanged,INFORMATIONAL_ALARM,The cluster has been changed. Tasks will be resynchronized.,Event Log,The cluster has been changed either due to a new server is added or removed or a failover has happened. Tasks will be resynchronized.,None
EvtSysAgentDbEventError,ERROR_ALARM,An error occurred initializing the connection to Connection DB Event Publisher. Task updates may be delayed slightly. Technical details: %1.,Event Log,An error occurred initializing the connection to Connection DB Event Publisher. Task updates may be delayed slightly.,None
EvtSysAgentDbEventStart,INFORMATIONAL_ALARM,The connection to Connection DB Event Publisher has been re-established.,Event Log,The connection to Connection DB Event Publisher has been re-established.,None
EvtSysAgentDbEventStop,ERROR_ALARM,The connection to Connection DB Event Publisher has been broken. Task updates may be delayed slightly. Technical details: Polling interval set to %1 seconds.,Event Log,The connection to Connection DB Event Publisher has been broken. Task updates may be delayed slightly.,None
EvtTaskFrameworkDbEventError,ERROR_ALARM,An error occurred initializing the connection to Connection DB Event Publisher. Execution of on-demand task will be delayed . Technical details: %1,Event Log,An error occurred initializing the connection to Connection DB Event Publisher. Execution of on-demand task will be delayed .,None
EvtUmssDiskUsedIncludesReserved,ERROR_ALARM,This messaging system is currently using disk space reserved for a future software upgrade. An estimated %1MB of free disk space must be available in order to upgrade software on this server.,Event Log,Disk space must be freed up to successfully complete an upgrade of the system software.,"Free disk space on this system. Start by having users delete voice messages that they no longer need. Connection automatically removes deleted messages from the hard disk every 30 minutes. To ensure that the system does not reach maximum disk capacity again, revise the Message Storage > Message Aging Policy and the Message Storage > Mailbox Quotas pages in Cisco Unity Connection Administration."
EvtUmssimapsvrDbeventStart,INFORMATIONAL_ALARM,The Connection IMAP server's connection to Connection DB Event Publisher has been re-established.,Event Log,The Connection IMAP server's connection to Connection DB Event Publisher has been re-established.,None
EvtUmssimapsvrDbeventStop,INFORMATIONAL_ALARM,The Connection IMAP server's connection to Connection DB Event Publisher has been broken. Updates to email clients may be slow.,Event Log,The Connection IMAP server's connection to Connection DB Event Publisher has been broken. Updates to email clients may be slow.,None
EvtUmssimapsvrGetconfigFailed,ERROR_ALARM,The Connection IMAP server could not retrieve its configuration from the configuration database. Error code %1. The IMAP server will use default values instead.,Event Log,The Connection IMAP server could not retrieve its configuration from the configuration database. The IMAP server will use default values instead.,See the Cisco Unity Connection Troubleshooting Guide.
EvtUmssimapsvrInitperfcountersFailed,ERROR_ALARM,An error occurred in initializing performance counters for the Connection IMAP server. Error %1. Performance counters for this service will be invalid until the error condition is resolved.,Event Log,An error occurred in initializing performance counters for the Connection IMAP server. Performance counters for this service will be invalid until the error condition is resolved.,See the Cisco Unity Connection Troubleshooting Guide.
EvtUmssimapsvrSocketFailed,ERROR_ALARM,The Connection IMAP server could not initialize one of the listening sockets. Another application may be using one of ports reserved for IMAP. Stop that application and restart the Connection IMAP service.,Event Log,The Connection IMAP server could not initialize one of the listening sockets. Another application may be using one of ports reserved for IMAP.,Stop the other application that is using one of ports reserved for IMAP and restart the Connection IMAP service.
EvtUmssimapsvrSslFailed,ERROR_ALARM,The Connection IMAP server could not initialize SSL. The certificate maybe invalid or missing. The IMAP server will continue to function but SSL will be disabled.,Event Log,The Connection IMAP server could not initialize SSL. The certificate may be invalid or missing. The IMAP server will continue to function but SSL will be disabled.,See the Cisco Unity Connection Troubleshooting Guide.
EvtUnableToProcessDataForReport,WARNING_ALARM,"Unable to generate report data, file get skipped due to parse error.","Alert log, Event Log",Error occurred in Reports Data Harvester for data files which are not parsed correctly and hence get skipped for data reporting,Please take the backup of these files and take corrective action.
EvtUnexpectedException,ERROR_ALARM,Unexpected exception thrown in %1. This event may be helpful for troubleshooting in conjunction with other events. TECHNICAL DETAILS: %2,Event Log,Unexpected exception thrown. This event may be helpful for troubleshooting in conjunction with other events.,See the Cisco Unity Connection Troubleshooting Guide.
EvtUnexpectedStateRequest,ERROR_ALARM,Cisco Unity Connection port %1: Unexpected state transition requested. This Cisco Unity Connection port may be in an undefined state. Requested state = %2. Current state = %3. Additional Info: %4,Event Log,Cisco Unity Connection port: Unexpected state transition requested. This Cisco Unity Connection port may be in an undefined state.,See the Cisco Unity Connection Troubleshooting Guide.
EvtVoicenameReaderException,ERROR_ALARM,Voice name synchronization with remote site/HTTPS location %1 did not complete because an internal error occurred during synchronization. Error Message: %2,"Sys Log, Alert log, Event Log",Voice name synchronization encountered an internal processing error.,Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtVoicenameReaderNotFound,ERROR_ALARM,Voice name synchronization with a remote site/HTTPS location failed because the location link information could not be found in the database.,"Sys Log, Alert log, Event Log","The synchronization task requires information about the remote location link in order to synchronize, but it could not find the information in the database.",Network information could not be loaded from the database. Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtVoicenameReaderPublisherOnly,WARNING_ALARM,Voice name synchronization with remote site/HTTPS location %1 was skipped because synchronization can only be performed on the publisher.,"Sys Log, Alert log, Event Log",This instance of the voice name synchronization task did not run because it was started on a subscriber member of a cluster.,Synchronization can only occur on the publisher member of a cluster. Check task management on the publisher to see the results of network voice name synchronization.
EvtVoicenameReaderSbr,WARNING_ALARM,Voicename synchronization with remote site/HTTPS location %1 was skipped because voicename synchronization cannot be performed in SBR Mode.,Event Log,This instance of the Voicename synchronization task did not run because it was started during SBR.,"Synchronization can only be performed during Non-SBR mode. To verify cluster state, check Cluster Management on Cisco Unity Connection Serviceability page."
EvtXferNullParameter,ERROR_ALARM,An invalid argument (a NULL parameter) was received. This is a fatal condition and is not expected. Possible reason for failure could be a corrupted stack or memory. TECHNICAL DETAILS: Invalid argument passed into method %1 on line %2 of file %3.,Event Log,An invalid argument (a NULL parameter) was received. This is a fatal condition and is not expected. Possible reason for failure could be a corrupted stack or memory.,None
MonitorServerRPCInitFailed,ERROR_ALARM,"Monitor server failed to initialize RPC interface. As a result, the real-time port monitoring (RTMT) operation could fail. A system restart is needed to correct this problem.",Event Log,"Monitor server failed to initialize RPC interface. As a result, the real-time port monitoring (RTMT) operation could fail.",A system restart is needed to correct the problem.
EvtCucExportRequest,INFORMATIONAL_ALARM,Request to Authorize the Export Restrited feature initiated.,Event Log,>Triggered the Export Request CLI to authorize the export restricted authorization key,
EvtCucExportReturn,INFORMATIONAL_ALARM,Triggered the Export Return CLI to return the export restricted authorization key,Event Log,>Triggered the Export Request CLI to authorize the export restricted authorization key,
EvtCucExportRequestFailure,INFORMATIONAL_ALARM,Request to Authorize the Export Restrited feature failed,Event Log,>Unable to request the Export Restricted Authorization Key.,"Execute ""show license status"" CLI to check the failure reason."
EvtCucExportReturnFailure,INFORMATIONAL_ALARM,Return of Export Restricted Authorization failed,Event Log,>Unable to return the Export Restricted Authorization Key,"Execute ""show license status"" CLI to check the failure reason."
EvtCucExportCancel,INFORMATIONAL_ALARM,Successfully cancelled the Export request or return CLI.,"Event Log, Alert Log",>Export Request/Return retry operation is successfully cancelled,
